time,USD,EUR,GBP,JPY,CHF,CAD
2012-11-28,3.6009797371990437,5.1431010952151395,6.422970760355991,-22.838668300048827,4.032689899708605,3.638926807570047
2012-11-29,3.5937536917218087,5.1531240871755895,6.423426447104903,-22.8515329722346,4.041709378205294,3.6395193680270093
2012-11-30,3.5957693507657233,5.164265455851665,6.425441107386013,-22.869356167468542,4.048745492077224,3.635134761387916
2012-12-03,3.5884236599414505,5.1768754663323655,6.430319105557194,-22.870791279318425,4.049426142457245,3.6257469050301725
2012-12-04,3.5792364301728625,5.188299117935616,6.437148628063042,-22.859848847029912,4.039159276318078,3.6160053945403137
2012-12-05,3.5798737957555655,5.192859197853014,6.436283820511755,-22.870959139304183,4.035750742114576,3.6261915830692706
2012-12-06,3.591862001590446,5.17305847432566,6.439292577368684,-22.87709870980593,4.029765352958977,3.6431203035621618
2012-12-07,3.6052542813080444,5.147835743100292,6.4371840364285,-22.867794903208242,4.012309994558743,3.6652108478126606
2012-12-10,3.601833986506362,5.137316969044054,6.441342631274431,-22.86637155871474,4.0064439010013855,3.6794340708885116
2012-12-11,3.5933261397241862,5.153664904616697,6.448380265210393,-22.878340667642203,4.0080832505477915,3.674886107543138
2012-12-12,3.5845751652836877,5.177786512148888,6.453962866625204,-22.91845007102969,4.027532578259061,3.67459294871285
2012-12-13,3.5844651384776824,5.191579748893147,6.451284029216312,-22.95764241135467,4.051399725603949,3.6789137691635756
2012-12-14,3.57774972703226,5.2048944503442005,6.450542783681547,-22.97477151110158,4.073068806519004,3.6685157435245683
2012-12-17,3.572400995842249,5.222943178961973,6.4632432523604475,-23.00868338599331,4.0888210921450945,3.6612748666835473
2012-12-18,3.5665212758880425,5.2290889604947495,6.470456206679717,-23.02127186328928,4.096477436074846,3.65872798415192
2012-12-19,3.5636587815060103,5.243050513315778,6.479295144324333,-23.038082874338563,4.109969303720403,3.642109131472039
2012-12-20,3.5627152648862728,5.243868585857873,6.481168913731991,-23.035172634020704,4.113481890998852,3.6339379785457138
2012-12-21,3.5723967511390007,5.241557894975619,6.474905368084933,-23.029492452374154,4.112515604444321,3.628116833730278
2012-12-24,3.5853014633876747,5.24635957273649,6.461027260944922,-23.038578379504994,4.115156954738066,3.6307331276978387
2012-12-26,3.5936920140519684,5.263816840918658,6.462928578167135,-23.090917822206293,4.134043699278086,3.636436689790442
2012-12-27,3.597559622349349,5.2785196679183946,6.464561841479714,-23.1187246462625,4.144596175155943,3.6334873393590965
2012-12-28,3.605261519173349,5.27847282528475,6.470979437573959,-23.13076201504315,4.145520090482143,3.6305281425289513
2012-12-31,3.6011785694132925,5.268749007888383,6.497744371659248,-23.14171974492006,4.139790151560225,3.634257644398907
2013-01-01,3.602573391299835,5.270563933713371,,,4.140466331581102,
2013-01-02,3.5999656535436713,5.271518521012133,6.519541290298814,-23.19447066841063,4.134827083345887,3.668618120210122
2013-01-03,3.6240732693918005,5.248737808891012,6.507067070831948,-23.190725877420277,4.108953156952839,3.7018945713526805
2013-01-04,3.6469228621772034,5.242085879342639,6.491407935487481,-23.20568724301708,4.10603214734064,3.7192384186691174
2013-01-07,3.6378556041074344,5.251454155148844,6.490949383368843,-23.216748192275038,4.115578025155641,3.7209110244942782
2013-01-08,3.6286652082684157,5.24937153174968,6.480332071732027,-23.183865934802355,4.112985737825302,3.7125113852269327
2013-01-09,3.640203180745246,5.24478982220435,6.473735385137667,-23.18557285339257,4.10791581611654,3.7189286491887663
2013-01-10,3.6343804588519903,5.28194436410831,6.487931592651758,-23.260357358231946,4.136458840015796,3.71964210260409
2013-01-11,3.618886440889425,5.331198322720841,6.490342395781681,-23.315475605077147,4.15807328682618,3.7169751588590225
2013-01-14,3.6254110242109414,5.367316135746385,6.4818720388059194,-23.334160882082383,4.140363718477506,3.7191979648416336
2013-01-15,3.6361563710755167,5.362418637296584,6.480824102921629,-23.30023262020611,4.090622729104618,3.73021077980776
2013-01-16,3.6407307591894535,5.347447168138146,6.471301305375388,-23.256382470040418,4.068615497521106,3.728287739816322
2013-01-17,3.649327685835706,5.373868506086655,6.467986437188123,-23.29384197135494,4.070653621246403,3.7320057209980537
2013-01-18,3.6662155260681777,5.397133341518512,6.460407207829839,-23.329615132531902,4.076029620925978,3.729829436189397
2013-01-21,3.6749667488830386,5.392086143365316,6.437790008975327,-23.314849831747978,4.089972828395549,3.720034102128749
2013-01-22,3.665583991883907,5.384161043123674,6.425473367044157,-23.28061065668791,4.096187081680291,3.709205172955883
2013-01-23,3.6597485369721703,5.375757414859888,6.418743453739942,-23.24075950589418,4.098882884108818,3.6876272162133645
2013-01-24,3.675963332818713,5.404925509952735,6.423378889529411,-23.28686172264274,4.113850542431262,3.6687434479106216
2013-01-25,3.685811679478413,5.449409465618961,6.426560124370955,-23.358641957964977,4.140799359440295,3.65606132905635
2013-01-28,3.691304749012936,5.470970040152202,6.408912321379833,-23.365323299263117,4.145533260919042,3.6486029277991006
2013-01-29,3.6814980204680046,5.464971270700031,6.3986193698645115,-23.360363670322027,4.158547138913526,3.6567278703759536
2013-01-30,3.6673348330427036,5.480534741969497,6.401097943070054,-23.39528388037787,4.190768476934461,3.655547885361154
2013-01-31,3.655272800373799,5.488320657507983,6.410495535804657,-23.430348298494543,4.219092143445712,3.657167161362391
2013-02-01,3.659417631016167,5.516040679829732,6.396696563735377,-23.48702937023471,4.240041425844661,3.674833069808769
2013-02-04,3.67074704446171,5.503521793415569,6.387978218394873,-23.493832488069913,4.244544819684421,3.687040612113339
2013-02-05,3.678808719091485,5.49588293410588,6.388700056574368,-23.510290872725363,4.253400292726,3.69349887022763
2013-02-06,3.68891011327442,5.509294929582602,6.3790943886654405,-23.546603731883817,4.257666575065452,3.711637725295904
2013-02-07,3.696450594304475,5.4817898024182625,6.4006932826558085,-23.53514866505097,4.239006863293729,3.717208122378694
2013-02-08,3.7005018359198987,5.449152664106019,6.4303911481350715,-23.4972865757237,4.216940658462731,3.7003002690999773
2013-02-11,3.7126926183228433,5.462940772131433,6.427417403742206,-23.509947722278017,4.221585073080995,3.685311855000539
2013-02-12,3.7172955030157864,5.485098795404406,6.40327313755579,-23.526718143845066,4.229474382082349,3.6915763257867384
2013-02-13,3.7087284699143366,5.491376464626594,6.379389911746803,-23.50356394723967,4.227672121637668,3.6963969793142684
2013-02-14,3.7203160233691346,5.473194618932701,6.354926949902573,-23.483354708591094,4.221557530213567,3.7133595861731177
2013-02-15,3.72837606401366,5.46236398551515,6.36019399184137,-23.472361215555967,4.216421183595418,3.7050059905903727
2013-02-18,3.7455673701849026,5.478913348163545,6.366453335026445,-23.509643002913336,4.226093815775072,3.6926151337633732
2013-02-19,3.7460197390071825,5.485868435294698,6.3563649311559445,-23.492128198422062,4.226405121497601,3.6774699714666337
2013-02-20,3.7590753683984004,5.490662225750479,6.320727408302775,-23.47614910181894,4.232228701027386,3.6734553983398985
2013-02-21,3.7801928074334885,5.460013485179805,6.303344129924752,-23.436869113366583,4.219467598305601,3.673851092522936
2013-02-22,3.7850342814729263,5.447413143630739,6.3076679313775825,-23.425361654182534,4.219392057036651,3.6658542406646335
2013-02-25,3.7941952647338413,5.4378591747149185,6.2813948607515036,-23.39217775652562,4.228587415230146,3.65014104109521
2013-02-26,3.7937274207328597,5.3960833451169075,6.28727609528268,-23.333963807351168,4.218380015758451,3.638496930460268
2013-02-27,3.7893142301162364,5.408596034380228,6.278064355539053,-23.3375455501399,4.219996981671714,3.6415739484326672
2013-02-28,3.7957149658392773,5.417163710297136,6.2953822249318865,-23.361690154913557,4.214962461241992,3.638466792603266
2013-03-01,3.8234539404695567,5.414776634746415,6.289963517879263,-23.374250371713075,4.1950286846785705,3.6510275939392693
2013-03-04,3.832440683239314,5.412732989409226,6.290329932389916,-23.393511035469157,4.191980706068426,3.6660267243622746
2013-03-05,3.822623996029944,5.413253952018796,6.306823477717913,-23.39228112222133,4.187478634839272,3.662101061615404
2013-03-06,3.838811000805245,5.419968664356847,6.295805303554277,-23.396913883822112,4.18038605230273,3.6619428628030146
2013-03-07,3.8500094208750073,5.444406355162315,6.287586278097644,-23.436580557781873,4.187543392281194,3.667035111365712
2013-03-08,3.864314954048661,5.460844729714108,6.285359205057856,-23.49560485597101,4.18813228093394,3.696953686216444
2013-03-11,3.8809390109211876,5.460699677280711,6.27685420723475,-23.524363675837186,4.189401811952115,3.716468968448424
2013-03-12,3.8755712423676907,5.463567122516951,6.264784520447845,-23.52179594144735,4.200207271982704,3.7176657841321608
2013-03-13,3.8755996823076133,5.447563656028995,6.276979348147388,-23.506067780610028,4.189617861840752,3.716307232285279
2013-03-14,3.8721353360316075,5.436485478187151,6.306016695116167,-23.51728541785284,4.178686838358167,3.723961070159746
2013-03-15,3.8433235030361903,5.439975028200546,6.319978250154012,-23.524610517681012,4.200692075071447,3.72064166121882
2013-03-18,3.850881594501514,5.392924978423659,6.325888657631001,-23.47341019426802,4.1880566294698305,3.7156583342420095
2013-03-19,3.8587025697845485,5.389863182495219,6.331087246864126,-23.477498007173523,4.18703052508759,3.71081448294204
2013-03-20,3.8618635705266495,5.393356887125849,6.3338081642005895,-23.49213226948446,4.196624562513554,3.706479085117817
2013-03-21,3.856197599735668,5.392351658942241,6.3447491591890355,-23.493571076414888,4.190848435028954,3.709424223518993
2013-03-22,3.839201712914038,5.387438052814533,6.351968142046679,-23.463132741956187,4.187706809686806,3.6968180244941298
2013-03-25,3.834345872496457,5.376498771273407,6.34886900366426,-23.44562469231112,4.1824855227207465,3.703425522156249
2013-03-26,3.844200263839611,5.353985591877527,6.344302726576171,-23.43646399384884,4.162473341625119,3.731502069930411
2013-03-27,3.8519885986088123,5.339175903249405,6.3403359301673605,-23.436203067912412,4.152231671777523,3.752470964109311
2013-03-28,3.848966883465194,5.329281501800653,6.345283125837402,-23.423038421667545,4.147773699269023,3.7517332112952744
2013-03-29,3.8431139445907863,5.331078818451639,6.353759075293972,-23.42587770767378,4.155186590766518,3.742739278570863
2013-04-01,3.836232861803438,5.32854361760366,6.3528921596699925,-23.40538563826135,4.152773880822691,3.7349431183615733
2013-04-02,3.8286511605015456,5.327681355273125,6.330917973887497,-23.37936831834242,4.1537171176341285,3.738400711046122
2013-04-03,3.8326167180022206,5.327748879624671,6.313026952314642,-23.37697493775428,4.156789983419976,3.7467924043927696
2013-04-04,3.837644052236462,5.3521898781331085,6.336826062189989,-23.466356668970654,4.184591452895885,3.755105223515209
2013-04-05,3.8410161075672624,5.3993894368231174,6.384154551411711,-23.59949241385941,4.231906270768198,3.743026047289125
2013-04-08,3.855022254652753,5.4310233476736895,6.404952833235504,-23.70363539664877,4.262026540795443,3.7506104202913804
2013-04-09,3.8532690893546557,5.451206227342927,6.40208171679806,-23.727553917860316,4.264948317895458,3.756048566469216
2013-04-10,3.849262160297407,5.459342155067555,6.409053069579759,-23.746192226110093,4.270611259973574,3.757923581191799
2013-04-11,3.8443544313758933,5.459785820941495,6.420008101180491,-23.766726542052446,4.2707998109245375,3.7717783776300267
2013-04-12,3.8342913831144405,5.4549159930278535,6.411158708819284,-23.736624920812773,4.27506954344522,3.7611892924059713
2013-04-15,3.829831867373647,5.437581684656144,6.388855447111393,-23.64044632421509,4.268843256420004,3.7153340686539025
2013-04-16,3.8253944235422646,5.451178324819862,6.386394491783621,-23.633429474485826,4.2823974664504245,3.688064767889657
2013-04-17,3.8371851344356576,5.460436810623406,6.385388695987872,-23.665366298951017,4.2909783873019975,3.6913772706020835
2013-04-18,3.852309636420781,5.449102579618277,6.388987896597253,-23.66460103732339,4.275074742115844,3.699126182571234
2013-04-19,3.8573136994502795,5.460889073685446,6.400400745588407,-23.70231341572728,4.279354211899145,3.7043556851040003
2013-04-22,3.868279112921791,5.4690384195546855,6.400409027219526,-23.73093268936523,4.279360100161946,3.7138460295072813
2013-04-23,3.8735500341882676,5.4605431156485675,6.407815088119616,-23.707148962929324,4.248058757915198,3.7171819670576776
2013-04-24,3.8860633866835217,5.460401296459638,6.419071721380628,-23.71188549124684,4.215292172661617,3.7310569140614303
2013-04-25,3.871428695276868,5.455658537762501,6.4487019010490725,-23.719501507702034,4.206040572805742,3.737671800807852
2013-04-26,3.851223080933306,5.434584574067332,6.464874097849727,-23.692696226735578,4.202193565067667,3.7398209088175456
2013-04-29,3.827973097827949,5.437363121997931,6.456475670804209,-23.670348222231908,4.205733987925489,3.74280234367633
2013-04-30,3.8094812542963474,5.4414000965828055,6.444937140582457,-23.67231937381196,4.224468654630258,3.75203222772009
2013-05-01,3.7925039236002918,5.451526872127037,6.443559979232543,-23.676005703721824,4.240268789377627,3.7481461393843283
2013-05-02,3.8061204802415327,5.438685129547145,6.452694244646834,-23.686832615800736,4.235083169065707,3.7542495922995176
